Paediatric Reference Ranges for Spirometry: NHANES III update (2008),FEV1(litre),,,,,,FVC (litre),,,,,,FEV1FVC (1),,,,,,FEF2575 (L/s),,,,,,FEV075(litre),,,,,,FEV075FVC(1),,,,,
Age,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,
(year),L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s
log link,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
log ht,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
coef  int,0,-11.1047846,-1.8009382,0,-10.27933984,-1.84729705,0,-11.6896501,-1.5853657,0,-11.0342204,-1.7676323,0,0.31380402,-3.3908484,0,0.4997604,-3.3947455,0,-7.95395119,-1.425505251,0,-6.5826187,-1.9445366,0,-9.60339929,-2.031934459,0,-10.15756031,-1.87804691,0,0.20914934,-2.40932579,0,0.58617016,-2.592107671
Height  cm,0,2.3395048,0,0,2.19870726,0,0,2.4365084,0,0,2.334112,0,0,-0.03323328,0,0,-0.0793916,0,0,1.80700694,0,0,1.6133475,0,0,2.0222263,0,0,2.13863145,0,0,-0.03715605,0,0,-0.13216689,0
coef age,0,0.148912,-0.1248596,0,0.03408397,-0.08155572,0,0.2795876,-0.2470621,0,0.1453117,-0.123112,0,-0.1504137,0.3696677,0,-0.1185497,0.3266679,0,-0.00490018,0.004887173,0,-0.2679831,0.2871433,0,0.02676122,-0.008781346,0,0.02140254,-0.02476799,0,-0.1027656,-0.04491048,0,-0.04523984,0.007361615
57.75,1,-0.1233496518,0.1930571619,1,-0.07033240365,0.06967901767,1,-0.1216871858,0.2141168833,1,-0.06000990961,0.09595697731,4.04764836,0.007323020422,-0.07155259406,4.087730952,-0.01557552089,-0.04069291549,0.4537644682,-0.01608179022,0.02663772558,0.5265980809,-0.07235717802,0.04310857757,,,,,,,,,,,,
58,1,-0.1261619007,0.1959645031,1,-0.07329954666,0.07142929905,1,-0.123983762,0.2167588273,1,-0.06262735295,0.09950124542,4.04764836,0.007261483943,-0.07154430535,4.087730952,-0.01573309556,-0.03933716092,0.4537644682,-0.0206456365,0.02896358165,0.5265980809,-0.07626864252,0.04565547248,,,,,,,,,,,,
58.25,1,-0.128989212,0.1988718747,1,-0.07626925757,0.073177552,1,-0.1262972995,0.2193968388,1,-0.06524826047,0.1030525999,4.04764836,0.007200343221,-0.07153259827,4.087730952,-0.01588319282,-0.03796921997,0.4537644682,-0.02525330738,0.03129751435,0.5265980809,-0.08018050271,0.04820367659,,,,,,,,,,,,
58.5,1,-0.1318318135,0.2017791124,1,-0.07924115305,0.07492372138,1,-0.1286283843,0.2220308559,1,-0.06787246382,0.1066108036,4.04764836,0.007139606451,-0.07151755925,4.087730952,-0.01602569422,-0.03658936551,0.4537644682,-0.02990741643,0.03363927235,0.5265980809,-0.08409215886,0.05075297907,,,,,,,,,,,,
58.75,1,-0.1346899333,0.2046860529,1,-0.08221486689,0.07666775492,1,-0.13097757,0.2246608174,1,-0.07049981108,0.1101756327,4.04764836,0.007079276343,-0.07149927354,4.087730952,-0.01616048709,-0.0351978692,0.4537644682,-0.03461081667,0.03598858223,0.5265980809,-0.08800302258,0.05330317769,,,,,,,,,,,,
59,1,-0.137563794,0.207592536,1,-0.08519003971,0.07840960145,1,-0.1333453987,0.2272866636,1,-0.07313015302,0.1137468675,4.04764836,0.007019355533,-0.07147782496,4.087730952,-0.01628746137,-0.03379499821,0.4537644682,-0.03936636112,0.03834517058,0.5265980809,-0.0919125167,0.05585407399,,,,,,,,,,,,
59.25,1,-0.1404535918,0.2104984023,1,-0.0881662989,0.08014921103,1,-0.135732415,0.2299083355,1,-0.07576332852,0.117324287,4.04764836,0.006959857621,-0.07145329525,4.087730952,-0.01640651186,-0.03238101862,0.4537644682,-0.04417622218,0.04070878342,0.5265980809,-0.09582006834,0.05840547322,,,,,,,,,,,,
59.5,1,-0.1433594328,0.2134034862,1,-0.09114319913,0.08188653533,1,-0.1381392069,0.232525773,1,-0.07839912135,0.1209076531,4.04764836,0.006900839957,-0.07142576221,4.087730952,-0.01651754516,-0.03095620537,0.4537644682,-0.04903984974,0.04307924451,0.5265980809,-0.09972508867,0.06095718426,,,,,,,,,,,,
59.75,1,-0.1462813986,0.2163076229,1,-0.09412028355,0.08362152718,1,-0.140566364,0.2351389167,1,-0.08103730471,0.124496727,4.04764836,0.006842369765,-0.07139530167,4.087730952,-0.0166204724,-0.02952083217,0.4537644682,-0.05395601306,0.04545639709,0.5265980809,-0.1036269934,0.06350901952,,,,,,,,,,,,
60,1,-0.1492195687,0.2192106508,1,-0.09709710382,0.08535414042,1,-0.1430144638,0.2377477086,1,-0.08367765594,0.1280912739,4.04764836,0.006784512978,-0.07136198819,4.087730952,-0.01671520681,-0.02807516817,0.4537644682,-0.05892348141,0.04784008437,0.5265980809,-0.1075252092,0.06606079492,,,,,,,,,,,,
60.25,1,-0.1521739401,0.2221124108,1,-0.1000732612,0.08708433096,1,-0.14548396,0.2403520915,1,-0.08631998697,0.1316910637,4.04764836,0.006727359775,-0.07132589019,4.087730952,-0.01680167435,-0.0266194806,0.4537644682,-0.06394032299,0.05023025128,0.5265980809,-0.1114191926,0.06861233481,,,,,,,,,,,,
60.5,1,-0.1551441905,0.2250127441,1,-0.1030485293,0.08881205999,1,-0.1479748503,0.2429520072,1,-0.08896423541,0.1352958719,4.04764836,0.006671100429,-0.07128705519,4.087730952,-0.01687984516,-0.02515404221,0.4537644682,-0.06900180173,0.05262724947,0.5265980809,-0.1153084856,0.07116348681,,,,,,,,,,,,
60.75,1,-0.1581299232,0.2279114945,1,-0.1060227267,0.09053729059,1,-0.15048702,0.2455473986,1,-0.09161037037,0.1389054788,4.04764836,0.006615947039,-0.07124552509,4.087730952,-0.01694970099,-0.02367912374,0.4537644682,-0.07410248047,0.05503153233,0.5265980809,-0.1191926577,0.07371410641,,,,,,,,,,,,
61,1,-0.1611307479,0.2308085087,1,-0.1089956756,0.09225998669,1,-0.1530203554,0.2481382096,1,-0.09425836141,0.1425196682,4.04764836,0.006562107737,-0.07120134114,4.087730952,-0.01701122433,-0.02219499147,0.4537644682,-0.07923692208,0.0574435532,0.5265980809,-0.1230712865,0.07626405171,,,,,,,,,,,,
61.25,1,-0.1641462968,0.2337036339,1,-0.111967197,0.09398011283,1,-0.1555747635,0.2507243847,1,-0.09690816805,0.1461382248,4.04764836,0.006509781781,-0.07115454466,4.087730952,-0.01706439959,-0.02070190674,0.4537644682,-0.08440001841,0.05986374369,0.5265980809,-0.1269439582,0.07881318885,,,,,,,,,,,,
61.5,1,-0.1671762718,0.2365967109,1,-0.1149370977,0.09569763373,1,-0.1581502306,0.2533058672,1,-0.09955970873,0.1497609254,4.04764836,0.006459144909,-0.07110517899,4.087730952,-0.01710921628,-0.01920012452,0.4537644682,-0.08958797732,0.06229244832,0.5265980809,-0.1308102688,0.0813614077,,,,,,,,,,,,
61.75,1,-0.1702203953,0.2394875812,1,-0.1179051837,0.0974125147,1,-0.1607467613,0.2558826009,1,-0.1022128929,0.153387548,4.04764836,0.006410364653,-0.07105328748,4.087730952,-0.01714566562,-0.01768989506,0.4537644682,-0.09479733568,0.06472998986,0.5265980809,-0.1346698225,0.08390860547,,,,,,,,,,,,
62,1,-0.1732783942,0.2423760894,1,-0.1208712644,0.09912472185,1,-0.1633643596,0.2584545308,1,-0.1048676317,0.1570178742,4.04764836,0.006363605416,-0.07099891282,4.087730952,-0.01717373946,-0.01617146455,0.4537644682,-0.1000246303,0.06717669105,0.5265980809,-0.1385222311,0.08645468125,,,,,,,,,,,,
62.25,1,-0.1763499924,0.2452620885,1,-0.1238351395,0.1008342208,1,-0.1660029556,0.2610216059,1,-0.1075238324,0.1606516696,4.04764836,0.006319013715,-0.07094209813,4.087730952,-0.01719342991,-0.01464507966,0.4537644682,-0.1052672479,0.06963286619,0.5265980809,-0.1423671073,0.088999532,,,,,,,,,,,,
62.5,1,-0.1794348904,0.2481454565,1,-0.1267965582,0.1025409735,1,-0.1686621921,0.2635837871,1,-0.1101813842,0.1642886236,4.04764836,0.006276674111,-0.07088289007,4.087730952,-0.01720472853,-0.01311100109,0.4537644682,-0.1105259742,0.07209879577,0.5265980809,-0.1462040466,0.09154304046,,,,,,,,,,,,
62.75,1,-0.1825327863,0.2510260797,1,-0.1297552608,0.1042449413,1,-0.1713416448,0.2661410386,1,-0.1128401729,0.1679284115,4.04764836,0.00623665474,-0.07082133568,4.087730952,-0.01720762719,-0.01156948977,0.4537644682,-0.1158024446,0.07457475181,0.5265980809,-0.1500326458,0.0940850875,,,,,,,,,,,,
63,1,-0.1856433831,0.2539038462,1,-0.1327109924,0.1059460866,1,-0.1740408961,0.268693326,1,-0.1155000865,0.1715707139,4.04764836,0.006199022406,-0.07075748125,4.087730952,-0.01720211832,-0.01002080237,0.4537644682,-0.1210982947,0.07706100631,0.5265980809,-0.1538525093,0.09662555618,,,,,,,,,,,,
63.25,1,-0.1887663926,0.2567786456,1,-0.1356635094,0.1076443725,1,-0.1767595682,0.2712406154,1,-0.1181610115,0.1752152131,4.04764836,0.006163847457,-0.07069137237,4.087730952,-0.01718820517,-0.008465194321,0.4537644682,-0.1264148595,0.07955782318,0.5265980809,-0.1576632629,0.09916433075,,,,,,,,,,,,
63.5,1,-0.191901549,0.2596503658,1,-0.1386126001,0.1093397631,1,-0.1794974215,0.2737828746,1,-0.1208228249,0.1788615813,4.04764836,0.006131218127,-0.07062305387,4.087730952,-0.01716593212,-0.006902928607,0.4537644682,-0.1317522723,0.08206543384,0.5265980809,-0.1614645953,0.1017012938,,,,,,,,,,,,
63.75,1,-0.1950485947,0.262518896,1,-0.141558063,0.1110322232,1,-0.1822542524,0.2763200724,1,-0.1234854025,0.1825094924,4.04764836,0.006101225742,-0.07055256987,4.087730952,-0.01713535331,-0.005334266819,0.4537644682,-0.137110366,0.08458406159,0.5265980809,-0.1652562146,0.104236329,,,,,,,,,,,,
64,1,-0.198207276,0.2653841277,1,-0.1444997004,0.1127217186,1,-0.18502986,0.2788521783,1,-0.1261486223,0.186158626,4.04764836,0.006073959896,-0.07047996383,4.087730952,-0.01709652232,-0.003759466278,0.4537644682,-0.1424889735,0.08711392973,0.5265980809,-0.1690378347,0.1067693222,,,,,,,,,,,,
64.25,1,-0.2013773448,0.268245951,1,-0.1474373553,0.1144082149,1,-0.1878240176,0.2813791624,1,-0.1288123827,0.1898086458,4.04764836,0.006049500043,-0.07040527953,4.087730952,-0.01704950947,-0.002178784182,0.4537644682,-0.1478883771,0.08965518912,0.5265980809,-0.1728092051,0.1093001627,,,,,,,,,,,,
64.5,1,-0.2045585629,0.2711042457,1,-0.1503710219,0.1160916762,1,-0.1906363878,0.2839009954,1,-0.1314766564,0.1934591361,4.04764836,0.006027890389,-0.07032856387,4.087730952,-0.01699445329,-0.0005924898062,0.4537644682,-0.153310658,0.09220770082,0.5265980809,-0.176570201,0.1118287465,,,,,,,,,,,,
64.75,1,-0.2077506971,0.2739588906,1,-0.1533007313,0.1177720665,1,-0.1934666101,0.2864176486,1,-0.1341414348,0.197109667,4.04764836,0.006009165817,-0.070249864,4.087730952,-0.01693150749,0.0009991479101,0.4537644682,-0.1587583466,0.09477125346,0.5265980809,-0.1803207302,0.1143549729,,,,,,,,,,,,
65,1,-0.2109535178,0.2768097668,1,-0.1562265145,0.1194493508,1,-0.1963143292,0.288929094,1,-0.1368067094,0.200759816,4.04764836,0.005993360469,-0.07016922634,4.087730952,-0.01686082353,0.002595864416,0.4537644682,-0.1642339736,0.09734563565,0.5265980809,-0.1840607028,0.116878743,,,,,,,,,,,,
65.25,1,-0.2141667316,0.2796567601,1,-0.1591484146,0.1211234949,1,-0.1991791199,0.2914353051,1,-0.1394724718,0.2044091691,4.04764836,0.005980519268,-0.07008669543,4.087730952,-0.01678255806,0.00419739925,0.4537644682,-0.1697389694,0.09993071524,0.5265980809,-0.1877900433,0.1193999649,,,,,,,,,,,,
65.5,1,-0.2173897811,0.2824997686,1,-0.1620665246,0.1227944669,1,-0.2020602644,0.2939362594,1,-0.1421387146,0.2080573241,4.04764836,0.005970731968,-0.07000231043,4.087730952,-0.01669689509,0.005803495321,0.4537644682,-0.1752703639,0.1025266769,0.5265980809,-0.1915087287,0.1219185693,,,,,,,,,,,,
65.75,1,-0.2206220516,0.2853386945,1,-0.1649809485,0.1244622358,1,-0.2049569819,0.2964319357,1,-0.1448054303,0.2117038871,4.04764836,0.005964098015,-0.06991610875,4.087730952,-0.01660402318,0.007413899497,0.4537644682,-0.1808240869,0.1051337846,0.5265980809,-0.1952167493,0.1244344934,,,,,,,,,,,,
66,1,-0.2238629383,0.2881734422,1,-0.1678917885,0.1261267713,1,-0.2078685042,0.2989223134,1,-0.1474726117,0.2153484707,4.04764836,0.005960715017,-0.06982812724,4.087730952,-0.01650412801,0.009028362748,0.4537644682,-0.1863960684,0.1077523021,0.5265980809,-0.1989140959,0.1269476755,,,,,,,,,,,,
66.25,1,-0.2271118849,0.2910039156,1,-0.1707991471,0.1277880438,1,-0.2107941221,0.3014073725,1,-0.1501402504,0.2189906861,4.04764836,0.00596067484,-0.06973840234,4.087730952,-0.01639740016,0.01064663684,0.4537644682,-0.1919825747,0.1103824559,0.5265980809,-0.202600767,0.1294580547,,,,,,,,,,,,
66.5,1,-0.230368498,0.2938300121,1,-0.173703132,0.1294460247,1,-0.2137333231,0.3038870926,1,-0.1528083333,0.2226301189,4.04764836,0.005964051947,-0.06964697046,4.087730952,-0.01628405795,0.01226846464,0.4537644682,-0.1975812188,0.1130243218,0.5265980809,-0.2062767895,0.13196557,,,,,,,,,,,,
66.75,1,-0.2336324289,0.2966516289,1,-0.1766038506,0.1311006862,1,-0.2166856489,0.3063614541,1,-0.1554768464,0.2262663534,4.04764836,0.005970915488,-0.06955386757,4.087730952,-0.01616432398,0.01389358997,0.4537644682,-0.2031899506,0.1156779385,0.5265980809,-0.2099421971,0.1344701609,,,,,,,,,,,,
67,1,-0.2369033343,0.2994686652,1,-0.1795014089,0.1327520009,1,-0.2196506484,0.3088304378,1,-0.1581457758,0.2298989813,4.04764836,0.005981333297,-0.06945912913,4.087730952,-0.01603841741,0.01552176079,0.4537644682,-0.2088067195,0.1183433441,0.5265980809,-0.2135970233,0.1369717682,,,,,,,,,,,,
67.25,1,-0.2401807806,0.302281025,1,-0.1823958964,0.1343999422,1,-0.2226277456,0.3112940255,1,-0.1608150885,0.2335276045,4.04764836,0.005995370756,-0.06936279086,4.087730952,-0.01590656259,0.01715272511,0.4537644682,-0.2144287252,0.1210205636,0.5265980809,-0.2172413098,0.139470328,,,,,,,,,,,,
67.5,1,-0.2434639572,0.3050886262,1,-0.1852873423,0.1360444839,1,-0.2256158463,0.3137522021,1,-0.1634846749,0.2371518464,4.04764836,0.006013087356,-0.06926489099,4.087730952,-0.0157690148,0.01878621881,0.4537644682,-0.220050167,0.1237095664,0.5265980809,-0.220875131,0.1419657551,,,,,,,,,,,,
67.75,1,-0.2467519712,0.3078913916,1,-0.1881757605,0.1376856004,1,-0.2286137422,0.3162049533,1,-0.1661544079,0.2407713399,4.04764836,0.00603454028,-0.06916546799,4.087730952,-0.01562603395,0.02042197801,0.4537644682,-0.2256644941,0.1264103085,0.5265980809,-0.2244985684,0.1444579599,,,,,,,,,,,,
68,1,-0.2500439439,0.310689245,1,-0.1910611649,0.1393232668,1,-0.2316202443,0.3186522657,1,-0.1688241626,0.2443857244,4.04764836,0.006059785602,-0.06906455972,4.087730952,-0.01547787588,0.02205974307,0.4537644682,-0.2312651555,0.1291227459,0.5265980809,-0.2281117029,0.1469468546,,,,,,,,,,,,
68.25,1,-0.2533390361,0.3134821121,1,-0.1939435877,0.1409574595,1,-0.2346342227,0.3210941269,1,-0.1714938302,0.2479946555,4.04764836,0.006088878078,-0.06896220388,4.087730952,-0.01532479044,0.0236992608,0.4537644682,-0.2368458021,0.1318467809,0.5265980809,-0.2317146196,0.1494323568,,,,,,,,,,,,
68.5,1,-0.2566365216,0.3162699203,1,-0.1968231327,0.1425881595,1,-0.2376547236,0.3235305301,1,-0.1741633607,0.2515978347,4.04764836,0.006121870477,-0.06885843897,4.087730952,-0.01516701557,0.02534029094,0.4537644682,-0.2424008913,0.1345821022,0.5265980809,-0.235307425,0.1519144019,,,,,,,,,,,,
68.75,1,-0.2599357108,0.3190525984,1,-0.1996999205,0.1442153492,1,-0.2406808477,0.3259614697,1,-0.1768327192,0.2551949785,4.04764836,0.006158814311,-0.0687533033,4.087730952,-0.01500478356,0.02698259932,0.4537644682,-0.2479250819,0.1373283449,0.5265980809,-0.2388902295,0.1543929304,,,,,,,,,,,,
69,1,-0.2632359255,0.3218300766,1,-0.2025740697,0.1458390113,1,-0.2437117103,0.3283869402,1,-0.1795018712,0.2587858082,4.04764836,0.006199760089,-0.06864683461,4.087730952,-0.01483832309,0.02862595552,0.4537644682,-0.2534130328,0.1400851442,0.5265980809,-0.242463142,0.1568678839,,,,,,,,,,,,
69.25,1,-0.2665365539,0.3246022881,1,-0.2054456703,0.1474591296,1,-0.2467465644,0.3308069376,1,-0.1821707574,0.2623700609,4.04764836,0.006244755626,-0.06853907069,4.087730952,-0.01466786593,0.0302701286,0.4537644682,-0.2588594757,0.1428521738,0.5265980809,-0.2460262679,0.1593392023,,,,,,,,,,,,
69.5,1,-0.2698372165,0.3273691737,1,-0.2083147054,0.14907569,1,-0.2497851669,0.3332214607,1,-0.1848392181,0.2659475217,4.04764836,0.00629384103,-0.06843005134,4.087730952,-0.01449366664,0.03191487469,0.4537644682,-0.2642594334,0.145629263,0.5265980809,-0.249579702,0.1618068155,,,,,,,,,,,,
69.75,1,-0.2731375953,0.3301306768,1,-0.2111811318,0.1506886791,1,-0.252827401,0.3356305095,1,-0.1875070712,0.2695179902,4.04764836,0.006347053912,-0.06831981636,4.087730952,-0.0143159824,0.03355994965,0.4537644682,-0.2696080011,0.1484162795,0.5265980809,-0.2531235357,0.1642706522,,,,,,,,,,,,
70,1,-0.276437377,0.332886742,1,-0.2140449073,0.1522980841,1,-0.2558731515,0.3380340839,1,-0.1901741374,0.2730812697,4.04764836,0.006404431106,-0.06820840499,4.087730952,-0.0141350664,0.03520511324,0.4537644682,-0.2749002742,0.1512130911,0.5265980809,-0.2566578592,0.166730642,,,,,,,,,,,,
70.25,1,-0.2797362631,0.3356373169,1,-0.2169060031,0.1539038929,1,-0.2589222971,0.3404321841,1,-0.1928402491,0.2766371638,4.04764836,0.00646600119,-0.06809585595,4.087730952,-0.01395117734,0.03685012521,0.4537644682,-0.2801318267,0.1540196192,0.5265980809,-0.2601827747,0.1691867162,,,,,,,,,,,,
70.5,1,-0.283033997,0.338382358,1,-0.2197644411,0.155506096,1,-0.2619746877,0.3428248092,1,-0.1955052755,0.2801854693,4.04764836,0.006531762144,-0.06798220772,4.087730952,-0.01376460777,0.0384947338,0.4537644682,-0.2853001461,0.1568359984,0.5265980809,-0.2636984336,0.1716388074,,,,,,,,,,,,
70.75,1,-0.2863303356,0.3411218244,1,-0.2226202559,0.1571046845,1,-0.2650301676,0.3452119583,1,-0.1981690968,0.2837259832,4.04764836,0.006601704328,-0.06786749831,4.087730952,-0.01357565507,0.04013868739,0.4537644682,-0.2904031987,0.1596624169,0.5265980809,-0.2672049982,0.1740868497,,,,,,,,,,,,
71,1,-0.2896250395,0.3438556762,1,-0.2254734813,0.1586996502,1,-0.2680885838,0.3475936309,1,-0.2008315951,0.2872585066,4.04764836,0.006675818088,-0.06775176515,4.087730952,-0.01338461206,0.0417817384,0.4537644682,-0.2954389506,0.1624990628,0.5265980809,-0.2707026286,0.1765307785,,,,,,,,,,,,
71.25,1,-0.2929178365,0.3465838715,1,-0.228324149,0.160290986,1,-0.271149685,0.3499698268,1,-0.203492654,0.2907828696,4.04764836,0.006754086366,-0.0676350458,4.087730952,-0.0131917547,0.04342365199,0.4537644682,-0.3004053798,0.1653460497,0.5265980809,-0.2741914793,0.178970531,,,,,,,,,,,,
71.5,1,-0.2962083123,0.3493063585,1,-0.2311722827,0.1618786901,1,-0.274212827,0.352340547,1,-0.2061521576,0.2942990083,4.04764836,0.006836462853,-0.06751737995,4.087730952,-0.01299730583,0.04506423209,0.4537644682,-0.305300511,0.1682031926,0.5265980809,-0.2776716896,0.1814060491,,,,,,,,,,,,
71.75,1,-0.2994960229,0.3520230838,1,-0.2340179041,0.1634627623,1,-0.2772772767,0.3547057932,1,-0.2088099916,0.2978068858,4.04764836,0.006922894522,-0.06739880736,4.087730952,-0.01280147278,0.04670329444,0.4537644682,-0.3101223811,0.1710702319,0.5265980809,-0.2811433936,0.1838372766,,,,,,,,,,,,
72,1,-0.3027805314,0.354733995,1,-0.2368610344,0.1650432022,1,-0.2803423126,0.357065567,1,-0.2114660433,0.3013064659,4.04764836,0.007013329019,-0.06727936718,4.087730952,-0.01260445968,0.04834065772,0.4537644682,-0.3148690265,0.173946908,0.5265980809,-0.2846067238,0.1862641582,,,,,,,,,,,,
72.25,1,-0.3060614077,0.3574390446,1,-0.2397016836,0.1666200096,1,-0.2834072133,0.3594198719,1,-0.2141201905,0.3047977036,4.04764836,0.007107708367,-0.06715909854,4.087730952,-0.0124064777,0.04997613918,0.4537644682,-0.3195387421,0.1768329556,0.5265980809,-0.2880618182,0.1886866373,,,,,,,,,,,,
72.5,1,-0.3093382292,0.3601382027,1,-0.2425398173,0.1681931834,1,-0.286471226,0.3617687174,1,-0.2167722661,0.3082805157,4.04764836,0.007205950328,-0.067038042,4.087730952,-0.01220777536,0.05160954196,0.4537644682,-0.3241308549,0.1797280871,0.5265980809,-0.2915088434,0.1911046478,,,,,,,,,,,,
72.75,1,-0.31261058,0.362831444,1,-0.2453753906,0.1697627224,1,-0.2895335986,0.3641121146,1,-0.2194220942,0.3117548112,4.04764836,0.007307967564,-0.06691623803,4.087730952,-0.01200860745,0.05324066806,0.4537644682,-0.3286449501,0.1826320089,0.5265980809,-0.2949479708,0.1935181224,,,,,,,,,,,,
73,1,-0.3158780509,0.3655187438,1,-0.2482083595,0.1713286254,1,-0.2925935906,0.3664500746,1,-0.2220695019,0.3152205004,4.04764836,0.007413673941,-0.06679372651,4.087730952,-0.01180922485,0.05486932259,0.4537644682,-0.3330806129,0.1855444277,0.5265980809,-0.2983793697,0.1959269948,,,,,,,,,,,,
73.25,1,-0.3191402422,0.3682000773,1,-0.2510386853,0.1728908917,1,-0.2956504649,0.3687826083,1,-0.2247143349,0.3186774956,4.04764836,0.007522976522,-0.06667054732,4.087730952,-0.01160985731,0.05649532162,0.4537644682,-0.3374377809,0.1884650157,0.5265980809,-0.3018031952,0.1983312009,,,,,,,,,,,,
73.5,1,-0.322396774,0.3708754187,1,-0.2538663485,0.1744495199,1,-0.298703463,0.3711097255,1,-0.2273565066,0.3221257109,4.04764836,0.00763575195,-0.06654674207,4.087730952,-0.01141066231,0.05811851536,0.4537644682,-0.3417178017,0.191393308,0.5265980809,-0.305219553,0.2007306805,,,,,,,,,,,,
73.75,1,-0.3256472753,0.3735447419,1,-0.2566913346,0.1760045091,1,-0.3017518301,0.3734314358,1,-0.2299959475,0.3255650621,4.04764836,0.007751870752,-0.06642235236,4.087730952,-0.01121177788,0.05973876415,0.4537644682,-0.3459223754,0.1943288051,0.5265980809,-0.3086285358,0.2031253753,,,,,,,,,,,,
74,1,-0.3288913814,0.3762080217,1,-0.2595136294,0.1775558583,1,-0.3047948229,0.375747749,1,-0.2326325895,0.3289954665,4.04764836,0.007871205296,-0.06629741914,4.087730952,-0.01101333993,0.06135593054,0.4537644682,-0.3500532022,0.1972710077,0.5265980809,-0.3120302353,0.205515228,,,,,,,,,,,,
74.25,1,-0.3321287357,0.3788652312,1,-0.2623331909,0.179103568,1,-0.3078317371,0.3780586738,1,-0.2352663439,0.3324168712,4.04764836,0.007993627734,-0.06617198349,4.087730952,-0.01081546717,0.06296989077,0.4537644682,-0.3541117893,0.2002193752,0.5265980809,-0.3154247329,0.2079001829,,,,,,,,,,,,
74.5,1,-0.335358999,0.3815163355,1,-0.2651498669,0.180647644,1,-0.3108619886,0.3803642163,1,-0.2378970375,0.3358293366,4.04764836,0.008119003952,-0.06604608866,4.087730952,-0.01061821637,0.0645805688,0.4537644682,-0.358098873,0.2031732022,0.5265980809,-0.3188120728,0.2102801882,,,,,,,,,,,,
74.75,1,-0.33858184,0.3841612983,1,-0.2679634799,0.1821880933,1,-0.3138850293,0.3826643814,1,-0.2405244787,0.3392329501,4.04764836,0.008247199741,-0.06591977797,4.087730952,-0.01042162849,0.06618790116,0.4537644682,-0.3620149968,0.206131742,0.5265980809,-0.3221922902,0.2126551931,,,,,,,,,,,,
75,1,-0.3417969327,0.386800084,1,-0.2707738552,0.1837249232,1,-0.3169003197,0.3849591747,1,-0.2431484785,0.3426277984,4.04764836,0.008378082804,-0.06579309408,4.087730952,-0.01022574385,0.06779182547,0.4537644682,-0.3658607042,0.2090942478,0.5265980809,-0.3255654196,0.2150251483,,,,,,,,,,,,
75.25,1,-0.3450039837,0.3894326593,1,-0.2735808343,0.1852581406,1,-0.3199073607,0.3872486012,1,-0.2457688635,0.3460139634,4.04764836,0.008511518356,-0.06566607872,4.087730952,-0.0100306058,0.06939227782,0.4537644682,-0.3696369576,0.2120599952,0.5265980809,-0.3289315005,0.2173900021,,,,,,,,,,,,
75.5,1,-0.3482028139,0.392058998,1,-0.2763843154,0.1867877525,1,-0.3229057895,0.3895326657,1,-0.2483855114,0.3493915115,4.04764836,0.008647356159,-0.06553877173,4.087730952,-0.009836271758,0.07098918507,0.4537644682,-0.3733463946,0.2150283481,0.5265980809,-0.3322905914,0.2197496922,,,,,,,,,,,,
75.75,1,-0.3513932744,0.3946790758,1,-0.2791842115,0.1883137658,1,-0.3258952807,0.391811373,1,-0.2509983144,0.3527605051,4.04764836,0.008785443797,-0.06541121204,4.087730952,-0.009642801862,0.07258247274,0.4537644682,-0.3769920716,0.2179986929,0.5265980809,-0.3356427552,0.2221041545,,,,,,,,,,,,
76,1,-0.3545752188,0.3972928692,1,-0.2819804372,0.1898361874,1,-0.3288755141,0.3940847279,1,-0.2536071659,0.3561210058,4.04764836,0.00892563103,-0.06528343804,4.087730952,-0.009450255357,0.07417206758,0.4537644682,-0.3805770451,0.2209704157,0.5265980809,-0.338988054,0.2244533261,,,,,,,,,,,,
76.25,1,-0.3577485174,0.3999003586,1,-0.2847729018,0.1913550242,1,-0.3318462105,0.396352735,1,-0.2562119592,0.3594730797,4.04764836,0.009067766868,-0.06515548739,4.087730952,-0.009258668695,0.07575791499,0.4537644682,-0.3841042247,0.2239429508,0.5265980809,-0.3423265264,0.2267971606,,,,,,,,,,,,
76.5,1,-0.3609131011,0.402501538,1,-0.2875614895,0.1928702839,1,-0.3348072371,0.3986153979,1,-0.2588125795,0.3628168126,4.04764836,0.009211690979,-0.06502739667,4.087730952,-0.00906799075,0.07734003082,0.4537644682,-0.3875759327,0.2269159245,0.5265980809,-0.3456581202,0.2291356741,,,,,,,,,,,,
76.75,1,-0.3640689159,0.405096405,1,-0.2903460797,0.194381974,1,-0.337758499,0.4008727201,1,-0.2614089117,0.3661522943,4.04764836,0.009357242462,-0.0648992018,4.087730952,-0.008878149481,0.07891844805,0.4537644682,-0.3909943445,0.2298890112,0.5265980809,-0.3489827616,0.2314688978,,,,,,,,,,,,
